Chr,start,end,LITCHI007109_threshold,LITCHI007109_Mean,TB0135
Chr1,8191500,8191600,7.166666666666667,21.5,3.0
Chr7,2198100,2198200,6.142857142857143,21.5,3.5
Chr2,2195200,2195300,14.333333333333334,21.5,1.5
Chr2,21706700,21706800,14.333333333333334,21.5,1.5
Chr14,9230100,9230200,2.6875,21.5,8.0
Chr7,2404100,2404200,10.75,21.5,2.0
Chr3,31976900,31977000,7.166666666666667,21.5,3.0
Chr5,8062700,8062800,6.142857142857143,21.5,3.5
Chr2,5605600,5605700,10.75,21.5,2.0
Chr5,6114500,6114600,10.75,21.5,2.0
Chr9,3826200,3826300,21.5,21.5,1.0
Chr2,11459400,11459500,5.375,21.5,4.0
Chr1,1938600,1938700,2.0476190476190474,21.5,10.5
Chr11,23878200,23878300,3.5833333333333335,21.5,6.0
Chr5,5925000,5925100,4.777777777777778,21.5,4.5
Chr14,16389400,16389500,4.777777777777778,21.5,4.5
Chr2,7629600,7629700,14.333333333333334,21.5,1.5
Chr6,24528700,24528800,2.6875,21.5,8.0
Chr11,25020100,25020200,3.909090909090909,21.5,5.5
Chr8,12759000,12759100,2.8666666666666667,21.5,7.5
Chr6,23517100,23517200,10.75,21.5,2.0
Chr6,27773400,27773500,8.6,21.5,2.5
Chr9,4292900,4293000,21.5,21.5,1.0
Chr9,11618500,11618600,10.75,21.5,2.0
Chr6,24489300,24489400,3.909090909090909,21.5,5.5
Chr1,1035000,1035100,5.375,21.5,4.0
Chr2,12902200,12902300,2.263157894736842,21.5,9.5
Chr11,19561600,19561700,2.8666666666666667,21.5,7.5
Chr6,25299800,25299900,4.3,21.5,5.0
Chr11,20853100,20853200,3.5833333333333335,21.5,6.0
Chr5,5171300,5171400,7.166666666666667,21.5,3.0
Chr11,20386200,20386300,10.75,21.5,2.0
Chr6,25027200,25027300,2.388888888888889,21.5,9.0
Chr14,15171900,15172000,4.777777777777778,21.5,4.5
Chr2,9068300,9068400,3.909090909090909,21.5,5.5
Chr6,24600000,24600100,14.333333333333334,21.5,1.5
Chr3,34653400,34653500,4.777777777777778,21.5,4.5
Chr8,12304400,12304500,2.8666666666666667,21.5,7.5
Chr11,18600600,18600700,3.3076923076923075,21.5,6.5
Chr8,12243800,12243900,2.8666666666666667,21.5,7.5
Chr9,20426800,20426900,21.5,21.5,1.0
Chr6,26381400,26381500,4.3,21.5,5.0
Chr11,13713200,13713300,2.15,21.5,10.0
Chr2,6480700,6480800,21.5,21.5,1.0
Chr11,8600100,8600200,7.166666666666667,21.5,3.0
Chr11,9693400,9693500,3.0714285714285716,21.5,7.0
Chr5,27061800,27061900,3.3076923076923075,21.5,6.5
Chr3,32211600,32211700,6.142857142857143,21.5,3.5
Chr11,9964400,9964500,5.375,21.5,4.0
Chr2,14998600,14998700,3.0714285714285716,21.5,7.0
Chr12,2043900,2044000,8.6,21.5,2.5
Chr11,9710400,9710500,2.8666666666666667,21.5,7.5
Chr14,12202000,12202100,2.263157894736842,21.5,9.5
Chr12,1869300,1869400,14.333333333333334,21.5,1.5
Chr5,1426300,1426400,10.75,21.5,2.0
Chr12,2419800,2419900,3.909090909090909,21.5,5.5
Chr1,4853700,4853800,2.8666666666666667,21.5,7.5
Chr11,8811000,8811100,2.15,21.5,10.0
Chr11,8793800,8793900,2.8666666666666667,21.5,7.5
Chr6,22365800,22365900,7.166666666666667,21.5,3.0
Chr2,14930800,14930900,5.375,21.5,4.0
Chr1,3690100,3690200,14.333333333333334,21.5,1.5
Chr8,11012200,11012300,21.5,21.5,1.0
Chr14,13009500,13009600,4.3,21.5,5.0
Chr14,13201600,13201700,10.75,21.5,2.0
Chr2,5972500,5972600,21.5,21.5,1.0
Chr11,13263800,13263900,21.5,21.5,1.0
Chr3,35875000,35875100,5.375,21.5,4.0
Chr11,12406100,12406200,2.8666666666666667,21.5,7.5
Chr14,16769600,16769700,7.166666666666667,21.5,3.0
Chr14,12676400,12676500,5.375,21.5,4.0
Chr11,10530600,10530700,2.5294117647058822,21.5,8.5
Chr2,13386200,13386300,3.0714285714285716,21.5,7.0
Chr9,29872400,29872500,3.3076923076923075,21.5,6.5
Chr5,27117700,27117800,3.3076923076923075,21.5,6.5
Chr2,13871900,13872000,2.6875,21.5,8.0
Chr11,10927600,10927700,10.75,21.5,2.0
Chr8,10207000,10207100,21.5,21.5,1.0
Chr5,24941800,24941900,14.333333333333334,21.5,1.5
Chr5,25560500,25560600,7.166666666666667,21.5,3.0
Chr2,28614200,28614300,3.909090909090909,21.5,5.5
Chr9,24238400,24238500,2.388888888888889,21.5,9.0
Chr14,4234900,4235000,4.777777777777778,21.5,4.5
Chr10,20668100,20668200,4.3,21.5,5.0
Chr4,2930900,2931000,2.6875,21.5,8.0
Chr4,2828100,2828200,5.375,21.5,4.0
Chr10,21052100,21052200,2.8666666666666667,21.5,7.5
Chr7,8916500,8916600,21.5,21.5,1.0
Chr2,27872400,27872500,3.909090909090909,21.5,5.5
Chr9,1713400,1713500,21.5,21.5,1.0
Chr9,10658800,10658900,5.375,21.5,4.0
Chr2,27285900,27286000,10.75,21.5,2.0
Chr7,8933700,8933800,21.5,21.5,1.0
Chr9,28796400,28796500,3.5833333333333335,21.5,6.0
Chr10,22988400,22988500,3.0714285714285716,21.5,7.0
Chr4,28887400,28887500,21.5,21.5,1.0
Chr12,13111400,13111500,2.6875,21.5,8.0
Chr9,23553700,23553800,4.777777777777778,21.5,4.5
Chr10,21998400,21998500,4.3,21.5,5.0
Chr12,17225300,17225400,2.15,21.5,10.0
Chr14,4138400,4138500,3.909090909090909,21.5,5.5
Chr10,22023900,22024000,8.6,21.5,2.5
Chr9,23536300,23536400,5.375,21.5,4.0
Chr14,22905300,22905400,21.5,21.5,1.0
Chr10,22128200,22128300,10.75,21.5,2.0
Chr10,22320200,22320300,21.5,21.5,1.0
Chr1,15122900,15123000,2.0476190476190474,21.5,10.5
Chr1,13197700,13197800,4.3,21.5,5.0
Chr4,28054900,28055000,3.909090909090909,21.5,5.5
Chr15,23061900,23062000,3.5833333333333335,21.5,6.0
Chr1,14643500,14643600,10.75,21.5,2.0
Chr10,18515000,18515100,21.5,21.5,1.0
Chr12,15781200,15781300,3.0714285714285716,21.5,7.0
Chr4,3253200,3253300,7.166666666666667,21.5,3.0
Chr1,14307700,14307800,4.777777777777778,21.5,4.5
Chr9,24011200,24011300,5.375,21.5,4.0
Chr10,16738200,16738300,3.5833333333333335,21.5,6.0
Chr7,8452700,8452800,3.5833333333333335,21.5,6.0
Chr6,16375400,16375500,7.166666666666667,21.5,3.0
Chr5,33825000,33825100,5.375,21.5,4.0
Chr3,27837500,27837600,10.75,21.5,2.0
Chr6,16653900,16654000,3.909090909090909,21.5,5.5
Chr10,16435000,16435100,3.5833333333333335,21.5,6.0
Chr8,17139000,17139100,2.5294117647058822,21.5,8.5
Chr4,3678400,3678500,3.0714285714285716,21.5,7.0
Chr10,16309600,16309700,2.263157894736842,21.5,9.5
Chr7,7429800,7429900,21.5,21.5,1.0
Chr14,6828800,6828900,14.333333333333334,21.5,1.5
Chr2,28498400,28498500,4.777777777777778,21.5,4.5
Chr14,4718500,4718600,21.5,21.5,1.0
Chr12,14639500,14639600,5.375,21.5,4.0
Chr9,18720200,18720300,21.5,21.5,1.0
Chr14,4935200,4935300,10.75,21.5,2.0
Chr12,12483800,12483900,4.777777777777778,21.5,4.5
Chr7,5949500,5949600,4.3,21.5,5.0
Chr2,26293100,26293200,10.75,21.5,2.0
Chr12,10454700,10454800,21.5,21.5,1.0
Chr10,24049500,24049600,2.0476190476190474,21.5,10.5
Chr10,14468900,14469000,8.6,21.5,2.5
Chr1,10905100,10905200,21.5,21.5,1.0
Chr2,25589400,25589500,3.3076923076923075,21.5,6.5
Chr6,19081200,19081300,8.6,21.5,2.5
Chr1,10698900,10699000,2.388888888888889,21.5,9.0
Chr12,10600200,10600300,10.75,21.5,2.0
Chr9,22956400,22956500,2.15,21.5,10.0
Chr6,19301800,19301900,6.142857142857143,21.5,3.5
Chr12,11373300,11373400,4.777777777777778,21.5,4.5
Chr2,25114700,25114800,2.15,21.5,10.0
Chr10,24957100,24957200,2.388888888888889,21.5,9.0
Chr4,30633700,30633800,7.166666666666667,21.5,3.0
Chr10,14111600,14111700,2.0476190476190474,21.5,10.5
Chr10,25138000,25138100,6.142857142857143,21.5,3.5
Chr8,19608700,19608800,21.5,21.5,1.0
Chr2,24811300,24811400,10.75,21.5,2.0
Chr2,24424100,24424200,4.3,21.5,5.0
Chr14,23181100,23181200,21.5,21.5,1.0
Chr4,26665000,26665100,3.5833333333333335,21.5,6.0
Chr10,23185600,23185700,21.5,21.5,1.0
Chr2,26199900,26200000,4.777777777777778,21.5,4.5
Chr5,33112500,33112600,3.3076923076923075,21.5,6.5
Chr3,26718400,26718500,2.15,21.5,10.0
Chr2,188800,188900,3.909090909090909,21.5,5.5
Chr12,17580200,17580300,14.333333333333334,21.5,1.5
Chr9,23213000,23213100,2.263157894736842,21.5,9.5
Chr12,17837600,17837700,3.5833333333333335,21.5,6.0
Chr14,22096800,22096900,3.8181818181818183,21.0,5.5
Chr5,28073000,28073100,3.8181818181818183,21.0,5.5
Chr8,19942400,19942500,10.5,21.0,2.0
Chr14,14884700,14884800,6.0,21.0,3.5
Chr3,23364200,23364300,3.230769230769231,21.0,6.5
Chr14,13077200,13077300,3.5,21.0,6.0
Chr6,4089200,4089300,3.5,21.0,6.0
Chr7,25260400,25260500,3.230769230769231,21.0,6.5
Chr14,15161900,15162000,21.0,21.0,1.0
Chr3,24426200,24426300,10.5,21.0,2.0
Chr3,14819800,14819900,14.0,21.0,1.5
Chr5,24014200,24014300,3.0,21.0,7.0
Chr8,3600400,3600500,10.5,21.0,2.0
Chr1,30738100,30738200,5.25,21.0,4.0
Chr1,19681100,19681200,6.0,21.0,3.5
Chr14,3326100,3326200,2.1,21.0,10.0
Chr1,31843400,31843500,5.25,21.0,4.0
Chr4,5100800,5100900,4.666666666666667,21.0,4.5
Chr1,14795300,14795400,2.4705882352941178,21.0,8.5
Chr1,3162900,3163000,2.1,21.0,10.0
Chr8,12586500,12586600,4.666666666666667,21.0,4.5
Chr3,35576700,35576800,14.0,21.0,1.5
Chr1,3182600,3182700,2.3333333333333335,21.0,9.0
Chr6,629700,629800,4.666666666666667,21.0,4.5
Chr9,11454600,11454700,3.8181818181818183,21.0,5.5
Chr14,3604400,3604500,8.4,21.0,2.5
Chr13,19236400,19236500,5.25,21.0,4.0
Chr9,8944000,8944100,7.0,21.0,3.0
Chr8,2567500,2567600,8.4,21.0,2.5
Chr1,31227300,31227400,4.2,21.0,5.0
Chr3,35600700,35600800,21.0,21.0,1.0
Chr3,25191800,25191900,2.4705882352941178,21.0,8.5
Chr1,705700,705800,3.5,21.0,6.0
Chr3,26400300,26400400,5.25,21.0,4.0
Chr1,16996800,16996900,2.3333333333333335,21.0,9.0
Chr1,19288200,19288300,4.666666666666667,21.0,4.5
Chr3,34253000,34253100,2.3333333333333335,21.0,9.0
Chr1,30512400,30512500,10.5,21.0,2.0
Chr8,29556400,29556500,21.0,21.0,1.0
Chr14,22795200,22795300,21.0,21.0,1.0
Chr13,18585600,18585700,3.5,21.0,6.0
Chr1,342600,342700,5.25,21.0,4.0
Chr9,28609100,28609200,8.4,21.0,2.5
Chr9,28424600,28424700,4.2,21.0,5.0
Chr8,3264800,3264900,5.25,21.0,4.0
Chr13,18644300,18644400,3.230769230769231,21.0,6.5
Chr14,16440000,16440100,3.8181818181818183,21.0,5.5
Chr7,25494400,25494500,4.2,21.0,5.0
Chr3,33463300,33463400,4.2,21.0,5.0
Chr1,2498800,2498900,2.3333333333333335,21.0,9.0
Chr9,15161300,15161400,21.0,21.0,1.0
Chr3,35917700,35917800,7.0,21.0,3.0
Chr14,4250200,4250300,3.5,21.0,6.0
Chr8,11173200,11173300,7.0,21.0,3.0
Chr8,3537000,3537100,10.5,21.0,2.0
Chr1,223200,223300,2.625,21.0,8.0
Chr3,32825200,32825300,10.5,21.0,2.0
Chr1,1656600,1656700,5.25,21.0,4.0
Chr1,19588500,19588600,4.2,21.0,5.0
Chr9,8925800,8925900,2.8,21.0,7.5
Chr7,30101600,30101700,2.625,21.0,8.0
Chr15,4813200,4813300,6.0,21.0,3.5
Chr8,8317100,8317200,4.666666666666667,21.0,4.5
Chr15,3895100,3895200,6.0,21.0,3.5
Chr13,21937200,21937300,2.210526315789474,21.0,9.5
Chr1,7844300,7844400,2.3333333333333335,21.0,9.0
Chr3,26139000,26139100,3.8181818181818183,21.0,5.5
Chr8,27233300,27233400,8.4,21.0,2.5
Chr3,18887900,18888000,10.5,21.0,2.0
Chr6,1215900,1216000,4.2,21.0,5.0
Chr15,1676300,1676400,8.4,21.0,2.5
Chr9,28242500,28242600,5.25,21.0,4.0
Chr1,11384000,11384100,4.666666666666667,21.0,4.5
Chr3,18341000,18341100,21.0,21.0,1.0
Chr7,30893700,30893800,10.5,21.0,2.0
Chr5,30831100,30831200,7.0,21.0,3.0
Chr14,5861400,5861500,7.0,21.0,3.0
Chr1,6760400,6760500,4.2,21.0,5.0
Chr3,21646900,21647000,21.0,21.0,1.0
Chr15,4016500,4016600,14.0,21.0,1.5
Chr1,26281000,26281100,4.666666666666667,21.0,4.5
Chr14,276900,277000,14.0,21.0,1.5
Chr1,11066900,11067000,4.666666666666667,21.0,4.5
Chr9,10341800,10341900,4.2,21.0,5.0
Chr13,22882800,22882900,7.0,21.0,3.0
Chr8,6269500,6269600,4.666666666666667,21.0,4.5
Chr1,9778900,9779000,3.5,21.0,6.0
Chr4,1749900,1750000,2.625,21.0,8.0
Chr1,9496900,9497000,10.5,21.0,2.0
Chr4,6678500,6678600,4.2,21.0,5.0
Chr14,6635200,6635300,5.25,21.0,4.0
Chr7,30182900,30183000,21.0,21.0,1.0
Chr8,6099700,6099800,5.25,21.0,4.0
Chr4,1088600,1088700,21.0,21.0,1.0
Chr13,24282400,24282500,21.0,21.0,1.0
Chr3,30265700,30265800,3.8181818181818183,21.0,5.5
Chr13,22488000,22488100,3.0,21.0,7.0
Chr1,24653900,24654000,4.666666666666667,21.0,4.5
Chr8,13495500,13495600,2.8,21.0,7.5
Chr1,23295900,23296000,2.210526315789474,21.0,9.5
Chr13,24017200,24017300,4.666666666666667,21.0,4.5
Chr14,9250100,9250200,4.666666666666667,21.0,4.5
Chr14,20954200,20954300,3.0,21.0,7.0
Chr14,11277000,11277100,2.210526315789474,21.0,9.5
Chr3,29252300,29252400,21.0,21.0,1.0
Chr14,17786300,17786400,8.4,21.0,2.5
Chr8,4837600,4837700,4.2,21.0,5.0
Chr3,17029000,17029100,4.666666666666667,21.0,4.5
Chr4,3111000,3111100,2.4705882352941178,21.0,8.5
Chr15,4588200,4588300,21.0,21.0,1.0
Chr1,4769800,4769900,2.3333333333333335,21.0,9.0
Chr9,11340400,11340500,5.25,21.0,4.0
Chr14,21762800,21762900,14.0,21.0,1.5
Chr1,21214700,21214800,7.0,21.0,3.0
Chr7,27527100,27527200,7.0,21.0,3.0
Chr7,27361300,27361400,5.25,21.0,4.0
Chr1,26366600,26366700,2.4705882352941178,21.0,8.5
Chr4,9165200,9165300,2.3333333333333335,21.0,9.0
Chr1,28992900,28993000,21.0,21.0,1.0
Chr8,29125900,29126000,10.5,21.0,2.0
Chr8,744200,744300,4.2,21.0,5.0
Chr1,21115700,21115800,7.0,21.0,3.0
Chr8,28560100,28560200,7.0,21.0,3.0
Chr6,2821000,2821100,4.2,21.0,5.0
Chr3,32457100,32457200,21.0,21.0,1.0
Chr3,32024600,32024700,3.230769230769231,21.0,6.5
Chr15,4541000,4541100,4.2,21.0,5.0
Chr15,4435800,4435900,8.4,21.0,2.5
Chr1,27970200,27970300,3.8181818181818183,21.0,5.5
Chr14,17651000,17651100,10.5,21.0,2.0
Chr1,6120600,6120700,5.25,21.0,4.0
Chr1,12311600,12311700,8.4,21.0,2.5
Chr4,2648000,2648100,2.8,21.0,7.5
Chr14,11677900,11678000,7.0,21.0,3.0
Chr5,29947500,29947600,2.625,21.0,8.0
Chr1,5583400,5583500,5.25,21.0,4.0
Chr3,31761400,31761500,2.4705882352941178,21.0,8.5
Chr14,5303700,5303800,5.25,21.0,4.0
Chr1,13044800,13044900,4.666666666666667,21.0,4.5
Chr5,23462100,23462200,10.5,21.0,2.0
Chr3,36354400,36354500,14.0,21.0,1.5
Chr6,2480500,2480600,5.25,21.0,4.0
Chr3,22657600,22657700,2.8,21.0,7.5
Chr13,20565300,20565400,3.0,21.0,7.0
Chr14,11899900,11900000,4.2,21.0,5.0
Chr4,8688200,8688300,7.0,21.0,3.0
Chr11,21009600,21009700,21.0,21.0,1.0
Chr3,5966600,5966700,10.5,21.0,2.0
Chr3,14157700,14157800,4.2,21.0,5.0
Chr10,25847700,25847800,5.25,21.0,4.0
Chr10,25213300,25213400,6.0,21.0,3.5
Chr12,9426400,9426500,4.666666666666667,21.0,4.5
Chr2,24943400,24943500,4.2,21.0,5.0
Chr10,24835700,24835800,2.210526315789474,21.0,9.5
Chr9,23015500,23015600,6.0,21.0,3.5
Chr7,4002900,4003000,4.2,21.0,5.0
Chr10,24115000,24115100,3.0,21.0,7.0
Chr12,11823700,11823800,4.666666666666667,21.0,4.5
Chr4,29166500,29166600,4.2,21.0,5.0
Chr12,12973500,12973600,2.1,21.0,10.0
Chr6,17999100,17999200,21.0,21.0,1.0
Chr6,17706700,17706800,3.5,21.0,6.0
Chr12,13368400,13368500,3.0,21.0,7.0
Chr6,17414000,17414100,3.0,21.0,7.0
Chr12,13413800,13413900,7.0,21.0,3.0
Chr7,6558200,6558300,2.8,21.0,7.5
Chr8,18808400,18808500,7.0,21.0,3.0
Chr2,24751600,24751700,2.8,21.0,7.5
Chr10,25899500,25899600,8.4,21.0,2.5
Chr2,28058800,28058900,2.625,21.0,8.0
Chr2,23900000,23900100,3.0,21.0,7.0
Chr7,2110600,2110700,3.8181818181818183,21.0,5.5
Chr11,1034000,1034100,7.0,21.0,3.0
Chr11,884500,884600,3.8181818181818183,21.0,5.5
Chr12,7916000,7916100,14.0,21.0,1.5
Chr7,2364600,2364700,4.2,21.0,5.0
Chr4,31914400,31914500,5.25,21.0,4.0
Chr2,23265200,23265300,4.2,21.0,5.0
Chr11,341400,341500,5.25,21.0,4.0
Chr7,2792600,2792700,8.4,21.0,2.5
Chr2,23839500,23839600,2.4705882352941178,21.0,8.5
Chr12,8576300,8576400,10.5,21.0,2.0
Chr10,27461100,27461200,4.2,21.0,5.0
Chr12,8643000,8643100,2.8,21.0,7.5
Chr4,31486800,31486900,10.5,21.0,2.0
Chr8,24112600,24112700,3.5,21.0,6.0
Chr7,3253300,3253400,14.0,21.0,1.5
Chr7,3269500,3269600,21.0,21.0,1.0
Chr15,23514000,23514100,7.0,21.0,3.0
Chr10,20395200,20395300,2.8,21.0,7.5
Chr2,34751900,34752000,14.0,21.0,1.5
Chr6,16140600,16140700,3.8181818181818183,21.0,5.5
Chr15,22361000,22361100,7.0,21.0,3.0
Chr10,15890800,15890900,3.230769230769231,21.0,6.5
Chr12,17118200,17118300,4.2,21.0,5.0
Chr2,31395300,31395400,2.8,21.0,7.5
Chr12,17263100,17263200,2.3333333333333335,21.0,9.0
Chr2,32349400,32349500,3.5,21.0,6.0
Chr12,17560700,17560800,2.1,21.0,10.0
Chr10,15406000,15406100,4.2,21.0,5.0
Chr6,15615800,15615900,2.3333333333333335,21.0,9.0
Chr7,9314200,9314300,8.4,21.0,2.5
Chr10,15258200,15258300,2.1,21.0,10.0
Chr6,15531300,15531400,21.0,21.0,1.0
Chr10,14207800,14207900,2.210526315789474,21.0,9.5
Chr10,14179500,14179600,5.25,21.0,4.0
Chr2,33050400,33050500,7.0,21.0,3.0
Chr5,12652400,12652500,2.210526315789474,21.0,9.5
Chr12,18026300,18026400,7.0,21.0,3.0
Chr9,5299900,5300000,3.230769230769231,21.0,6.5
Chr12,16176700,16176800,3.0,21.0,7.0
Chr9,23694800,23694900,5.25,21.0,4.0
Chr12,15804500,15804600,2.8,21.0,7.5
Chr7,6816000,6816100,21.0,21.0,1.0
Chr7,7196500,7196600,3.5,21.0,6.0
Chr5,11463200,11463300,4.2,21.0,5.0
Chr12,15079100,15079200,5.25,21.0,4.0
Chr12,15350700,15350800,7.0,21.0,3.0
Chr15,22650100,22650200,4.666666666666667,21.0,4.5
Chr4,27137300,27137400,4.666666666666667,21.0,4.5
Chr7,7904200,7904300,3.5,21.0,6.0
Chr10,18862700,18862800,7.0,21.0,3.0
Chr5,12067600,12067700,21.0,21.0,1.0
Chr5,12081300,12081400,2.4705882352941178,21.0,8.5
Chr4,26948000,26948100,4.2,21.0,5.0
Chr2,29356900,29357000,3.8181818181818183,21.0,5.5
Chr10,17363300,17363400,3.230769230769231,21.0,6.5
Chr2,29779000,29779100,10.5,21.0,2.0
Chr12,15792600,15792700,8.4,21.0,2.5
Chr2,30495600,30495700,5.25,21.0,4.0
Chr8,23891000,23891100,21.0,21.0,1.0
Chr12,7087700,7087800,2.3333333333333335,21.0,9.0
Chr11,1261200,1261300,4.2,21.0,5.0
Chr11,15942500,15942600,4.666666666666667,21.0,4.5
Chr5,3897600,3897700,21.0,21.0,1.0
Chr11,25730900,25731000,4.2,21.0,5.0
Chr8,22985000,22985100,4.2,21.0,5.0
Chr12,102300,102400,2.1,21.0,10.0
Chr12,409600,409700,8.4,21.0,2.5
Chr11,13969000,13969100,4.2,21.0,5.0
Chr2,12771500,12771600,7.0,21.0,3.0
Chr6,28356500,28356600,10.5,21.0,2.0
Chr6,28398800,28398900,3.0,21.0,7.0
Chr11,13314200,13314300,4.2,21.0,5.0
Chr2,13018000,13018100,5.25,21.0,4.0
Chr6,28717500,28717600,6.0,21.0,3.5
Chr6,22969400,22969500,5.25,21.0,4.0
Chr12,1537700,1537800,21.0,21.0,1.0
Chr6,22903100,22903200,7.0,21.0,3.0
Chr5,2741100,2741200,10.5,21.0,2.0
Chr6,22846700,22846800,8.4,21.0,2.5
Chr11,15159500,15159600,3.5,21.0,6.0
Chr5,6187800,6187900,4.666666666666667,21.0,4.5
Chr12,6646500,6646600,2.1,21.0,10.0
Chr2,11762400,11762500,2.625,21.0,8.0
Chr6,25183800,25183900,5.25,21.0,4.0
Chr5,5549100,5549200,21.0,21.0,1.0
Chr11,22397800,22397900,2.210526315789474,21.0,9.5
Chr11,19530900,19531000,2.210526315789474,21.0,9.5
Chr2,10601900,10602000,4.2,21.0,5.0
Chr9,3890000,3890100,21.0,21.0,1.0
Chr11,18654900,18655000,4.2,21.0,5.0
Chr11,23015300,23015400,6.0,21.0,3.5
Chr2,8963700,8963800,2.1,21.0,10.0
Chr2,10707700,10707800,10.5,21.0,2.0
Chr6,26359100,26359200,5.25,21.0,4.0
Chr8,23166300,23166400,2.1,21.0,10.0
Chr11,17522500,17522600,3.8181818181818183,21.0,5.5
Chr6,24510100,24510200,8.4,21.0,2.5
Chr2,8917400,8917500,2.8,21.0,7.5
Chr6,24416900,24417000,10.5,21.0,2.0
Chr6,26895500,26895600,3.0,21.0,7.0
Chr11,10841400,10841500,3.230769230769231,21.0,6.5
Chr2,14235500,14235600,7.0,21.0,3.0
Chr11,10434300,10434400,3.5,21.0,6.0
Chr2,14534900,14535000,4.666666666666667,21.0,4.5
Chr7,639300,639400,5.25,21.0,4.0
Chr5,9018000,9018100,7.0,21.0,3.0
Chr12,5472700,5472800,5.25,21.0,4.0
Chr7,847900,848000,3.0,21.0,7.0
Chr12,5818800,5818900,7.0,21.0,3.0
Chr9,3049000,3049100,21.0,21.0,1.0
Chr2,19537100,19537200,4.2,21.0,5.0
Chr7,1062700,1062800,3.230769230769231,21.0,6.5
Chr11,2703200,2703300,5.25,21.0,4.0
Chr5,9200600,9200700,7.0,21.0,3.0
Chr11,2509300,2509400,7.0,21.0,3.0
Chr2,20306400,20306500,7.0,21.0,3.0
Chr2,20354400,20354500,4.2,21.0,5.0
Chr14,15547600,15547700,2.625,21.0,8.0
Chr6,20497500,20497600,3.0,21.0,7.0
Chr8,18554600,18554700,10.5,21.0,2.0
Chr11,1326200,1326300,2.3333333333333335,21.0,9.0
Chr12,5108800,5108900,3.230769230769231,21.0,6.5
Chr11,4993800,4993900,10.5,21.0,2.0
Chr2,4417300,4417400,21.0,21.0,1.0
Chr8,23503100,23503200,14.0,21.0,1.5
Chr9,3345800,3345900,21.0,21.0,1.0
Chr6,29853100,29853200,5.25,21.0,4.0
Chr12,2161200,2161300,2.210526315789474,21.0,9.5
Chr2,15449200,15449300,7.0,21.0,3.0
Chr11,9110300,9110400,3.5,21.0,6.0
Chr5,7518600,7518700,4.2,21.0,5.0
Chr5,1274700,1274800,2.210526315789474,21.0,9.5
Chr11,7524500,7524600,3.230769230769231,21.0,6.5
Chr11,5416800,5416900,3.230769230769231,21.0,6.5
Chr12,3331600,3331700,2.4705882352941178,21.0,8.5
Chr8,17820400,17820500,3.8181818181818183,21.0,5.5
Chr5,424700,424800,8.4,21.0,2.5
Chr5,8362100,8362200,3.0,21.0,7.0
Chr11,5876700,5876800,6.0,21.0,3.5
Chr6,31980900,31981000,3.230769230769231,21.0,6.5
Chr11,5778900,5779000,3.0,21.0,7.0
Chr15,22324400,22324500,21.0,21.0,1.0
Chr4,33034700,33034800,2.625,21.0,8.0
Chr8,16532400,16532500,21.0,21.0,1.0
Chr8,15916200,15916300,2.4705882352941178,21.0,8.5
Chr15,12980900,12981000,6.0,21.0,3.5
Chr4,11602000,11602100,6.0,21.0,3.5
Chr1,48982300,48982400,10.5,21.0,2.0
Chr1,48865700,48865800,4.2,21.0,5.0
Chr1,48494300,48494400,2.210526315789474,21.0,9.5
Chr7,16608500,16608600,10.5,21.0,2.0
Chr13,8457800,8457900,8.4,21.0,2.5
Chr1,47715300,47715400,2.1,21.0,10.0
Chr7,16735100,16735200,5.25,21.0,4.0
Chr1,37214800,37214900,8.4,21.0,2.5
Chr7,16875900,16876000,2.210526315789474,21.0,9.5
Chr3,7632200,7632300,2.8,21.0,7.5
Chr1,47467300,47467400,3.5,21.0,6.0
Chr5,17555900,17556000,2.625,21.0,8.0
Chr1,37374200,37374300,2.3333333333333335,21.0,9.0
Chr13,5685900,5686000,3.0,21.0,7.0
Chr6,9267800,9267900,8.4,21.0,2.5
Chr7,14442000,14442100,5.25,21.0,4.0
Chr5,13190800,13190900,4.666666666666667,21.0,4.5
Chr15,15452600,15452700,5.25,21.0,4.0
Chr7,14518000,14518100,21.0,21.0,1.0
Chr10,1538300,1538400,6.0,21.0,3.5
Chr1,35800900,35801000,3.5,21.0,6.0
Chr6,9888500,9888600,7.0,21.0,3.0
Chr10,1415700,1415800,5.25,21.0,4.0
Chr13,4193300,4193400,6.0,21.0,3.5
Chr9,26111400,26111500,10.5,21.0,2.0
Chr3,4843200,4843300,7.0,21.0,3.0
Chr9,339400,339500,3.8181818181818183,21.0,5.5
Chr13,4546200,4546300,3.8181818181818183,21.0,5.5
Chr10,650700,650800,3.230769230769231,21.0,6.5
Chr10,427800,427900,5.25,21.0,4.0
Chr9,17054000,17054100,6.0,21.0,3.5
Chr10,273200,273300,4.2,21.0,5.0
Chr1,46752900,46753000,3.5,21.0,6.0
Chr3,8479700,8479800,7.0,21.0,3.0
Chr1,38226600,38226700,7.0,21.0,3.0
Chr3,8532200,8532300,5.25,21.0,4.0
Chr4,13495000,13495100,4.666666666666667,21.0,4.5
Chr4,13481900,13482000,21.0,21.0,1.0
Chr1,43559000,43559100,21.0,21.0,1.0
Chr4,13381300,13381400,21.0,21.0,1.0
Chr13,11504300,11504400,2.625,21.0,8.0
Chr13,13998500,13998600,3.230769230769231,21.0,6.5
Chr7,20329200,20329300,5.25,21.0,4.0
Chr6,6763200,6763300,7.0,21.0,3.0
